ENRLMT_ID,NPI
O20030507000059,1437651221
O20030508000029,1528352747
O20030508000029,1558680447
O20030508000029,1578501789
O20030509000024,1023124823
O20030509000024,1073600490
O20030509000024,1073621421
O20030509000024,1124122445
O20030509000024,1134235021
O20030509000024,1205938248
O20030509000024,1205945359
O20030509000024,1225761034
O20030509000024,1245242379
O20030509000024,1316058464
O20030509000024,1366549800
O20030509000024,1386739738
O20030509000024,1497947618
O20030509000024,1528161742
O20030509000024,1588775373
O20030509000024,1699860163
O20030509000024,1699879973
O20030509000024,1730274390
O20030509000024,1760637771
O20030509000024,1770686008
O20030509000024,1770880775
O20030509000024,1811091986
O20030509000024,1821100108
O20030509000024,1992816607
O20030509000038,1003831587
O20030509000038,1073909263
O20030509000038,1225053721
O20030509000038,1578945820
O20030509000038,1639194152
O20030509000038,1659967768
O20030509000038,1821013319
O20030509000038,1851316368
O20030509000038,1912393174
O20030509000050,1396784732
O20030512000053,1245323351
O20030512000053,1316387798
O20030512000053,1477713519
O20030512000053,1801837976
O20030513000040,1033146386
O20030513000040,1154367670
O20030513000040,1194751842
O20030513000040,1194778365
O20030513000040,1285660936
O20030513000040,1407884158
O20030513000040,1427002849
O20030513000040,1427084912
O20030513000040,1447286885
O20030513000040,1457364069
O20030513000040,1598793168
O20030513000040,1750394375
O20030513000040,1821041864
O20030514000014,1831467430
O20030514000014,1841384013
O20030514000022,1831467430
O20030516000039,1013091727
O20030520000006,1205072337
O20030520000006,1801930045
O20030520000071,1134378318
O20030520000074,1700955796
O20030521000061,1780359687
O20030522000043,1710927298
O20030528000008,1578632568
O20030528000009,1124318100
O20030528000026,1851339238
O20030604000010,1164971800
O20030606000015,1104338052
O20030610000015,1982686614
O20030612000028,1063271294
O20030612000028,1255739603
O20030612000028,1295267508
O20030612000028,1619616216
O20030612000028,1679039143
O20030612000028,1750307344
O20030618000011,1518032879
O20030618000016,1144226507
O20030620000015,1144388505
O20030623000001,1508889742
O20030623000026,1063480531
O20030623000026,1114995677
O20030623000026,1609162098
O20030623000026,1912179219
