ENRLMT_ID,NPI
O20031106000792,1770537508
O20031106000792,1770894396
O20031106000792,1780608174
O20031106000792,1780639328
O20031106000792,1780654301
O20031106000792,1811039381
O20031106000792,1811962673
O20031106000792,1841510427
O20031106000792,1851361471
O20031106000792,1871563494
O20031106000792,1871729376
O20031106000792,1891740577
O20031106000792,1932174984
O20031106000792,1972579365
O20031106000792,1982850699
O20031107000014,1427244979
O20031107000014,1619163151
O20031107000014,1619163169
O20031107000014,1700072253
O20031107000041,1073113031
O20031107000041,1083421994
O20031107000041,1124135009
O20031107000041,1205925567
O20031107000041,1245279595
O20031107000041,1295785137
O20031107000041,1306949482
O20031107000041,1427168889
O20031107000041,1508814625
O20031107000041,1558983254
O20031107000041,1568476885
O20031107000041,1609979640
O20031107000041,1841374972
O20031107000041,1861066854
O20031107000041,1952329153
O20031107000060,1003864513
O20031107000060,1013241850
O20031107000060,1013965334
O20031107000060,1033424650
O20031107000060,1033583364
O20031107000060,1063693703
O20031107000060,1063802791
O20031107000060,1093790578
O20031107000060,1114390358
O20031107000060,1114905387
O20031107000060,1184673972
O20031107000060,1194773606
O20031107000060,1265433676
O20031107000060,1275534620
O20031107000060,1285635664
O20031107000060,1336330943
O20031107000060,1417905746
O20031107000060,1497198279
O20031107000060,1528017365
O20031107000060,1548526189
O20031107000060,1598736241
O20031107000060,1609191238
O20031107000060,1609956234
O20031107000060,1629054846
O20031107000060,1639157415
O20031107000060,1689712549
O20031107000060,1700834298
O20031107000060,1700835865
O20031107000060,1730138579
O20031107000060,1730554288
O20031107000060,1811933260
O20031107000060,1821488172
O20031107000060,1841249687
O20031107000060,1881679371
O20031107000060,1972588465
O20031107000060,1972955169
O20031107000060,1992037865
O20031107000062,1134451891
O20031107000062,1164677175
O20031107000062,1386661460
O20031107000062,1396049797
O20031107000062,1417974593
O20031107000062,1588681662
O20031107000062,1720005804
O20031107000065,1770512048
O20031107000093,1245395409
O20031107000093,1609412816
O20031107000093,1790815777
O20031107000093,1902960875
O20031107000110,1679452973
O20031107000130,1780800128
O20031107000168,1457862708
O20031107000168,1679604318
O20031107000168,1841668688
O20031107000200,1043455199
O20031107000202,1003264136
O20031107000202,1164651568
O20031107000202,1174579007
O20031107000202,1346389632
O20031107000202,1366724684
O20031107000202,1407051063
O20031107000202,1497893408
O20031107000202,1598994279
O20031107000202,1659533206
O20031107000202,1700081254
O20031107000202,1720226020
O20031107000202,1821363524
O20031107000202,1912169038
O20031107000202,1942380357
O20031107000207,1013917632
O20031107000207,1154321966
O20031107000207,1255130027
O20031107000207,1265432074
O20031107000207,1396745162
O20031107000207,1568462372
O20031107000207,1629078498
O20031107000207,1649270364
O20031107000207,1669472460
O20031107000207,1679672562
O20031107000207,1720088537
O20031107000207,1861492431
O20031107000207,1972503753
O20031107000249,1013058924
O20031107000249,1033250915
O20031107000249,1073549853
O20031107000249,1164617619
O20031107000249,1588690267
O20031107000249,1740321652
O20031107000249,1831230747
O20031107000268,1023056892
O20031107000268,1225110984
O20031107000322,1548501026
O20031107000331,1124594486
O20031107000339,1700839958
O20031107000383,1003970989
O20031107000383,1033267810
O20031107000383,1043375587
O20031107000383,1104973619
O20031107000383,1104974302
O20031107000383,1124176904
O20031107000383,1154487452
O20031107000383,1164586020
O20031107000383,1194889071
O20031107000383,1215085097
O20031107000383,1225193766
O20031107000383,1235293101
O20031107000383,1235295536
O20031107000383,1316094816
O20031107000383,1346304201
O20031107000383,1376607234
O20031107000383,1407911944
O20031107000383,1487701991
O20031107000383,1568510774
O20031107000383,1588712376
O20031107000383,1598821894
O20031107000383,1679621460
O20031107000383,1699831990
O20031107000383,1730237942
O20031107000383,1780748657
O20031107000383,1790849651
O20031107000383,1841347358
O20031107000383,1861556730
O20031107000383,1912055781
O20031107000383,1922155431
O20031107000383,1922156785
O20031107000383,1922162809
O20031107000383,1942358726
O20031107000383,1962568261
O20031107000393,1023030848
O20031107000393,1881659357
O20031107000404,1699224808
O20031107000431,1558783696
O20031107000431,1851325906
O20031107000467,1013130715
O20031107000469,1003809229
O20031107000469,1013135417
O20031107000469,1013138536
O20031107000469,1023065919
O20031107000469,1023236528
O20031107000469,1033853429
O20031107000469,1093933491
O20031107000469,1134460959
O20031107000469,1215155619
O20031107000469,1225256720
O20031107000469,1285852681
O20031107000469,1285978882
O20031107000469,1326266727
O20031107000469,1376761775
O20031107000469,1417175811
O20031107000469,1427005313
O20031107000469,1427816305
O20031107000469,1538387931
O20031107000469,1538606413
O20031107000469,1568916682
O20031107000469,1649498049
O20031107000469,1649535642
O20031107000469,1659241875
O20031107000469,1720430903
O20031107000469,1760765598
O20031107000469,1760886980
O20031107000469,1780522615
O20031107000469,1841418241
O20031107000469,1902024300
O20031107000469,1932327335
O20031107000469,1942962121
O20031107000469,1982551867
O20031107000478,1013108091
O20031107000478,1013108919
O20031107000478,1043401938
O20031107000478,1043721202
O20031107000478,1063728616
O20031107000478,1104017094
O20031107000478,1104197631
O20031107000478,1114012689
O20031107000478,1114118106
O20031107000478,1184174278
O20031107000478,1184815086
O20031107000478,1184815144
O20031107000478,1215358833
O20031107000478,1225463763
O20031107000478,1255522165
O20031107000478,1275723538
O20031107000478,1275724213
O20031107000478,1306227343
O20031107000478,1376734772
O20031107000478,1386835338
O20031107000478,1437617644
O20031107000478,1447343207
O20031107000478,1447441787
O20031107000478,1457542854
O20031107000478,1467643452
O20031107000478,1477033934
O20031107000478,1487845707
O20031107000478,1497047344
O20031107000478,1497946479
O20031107000478,1508057555
O20031107000478,1528259579
O20031107000478,1558552893
O20031107000478,1598245193
O20031107000478,1619167970
O20031107000478,1659802288
O20031107000478,1679764617
O20031107000478,1700077781
O20031107000478,1720278104
O20031107000478,1740471705
O20031107000478,1740471788
O20031107000478,1740515105
O20031107000478,1760673677
O20031107000478,1811188725
O20031107000478,1861682106
O20031107000478,1891023289
O20031107000478,1891986865
O20031107000478,1902097306
O20031107000478,1942491998
O20031107000478,1952592941
O20031107000478,1972794873
O20031107000478,1982162194
O20031107000478,1982894325
O20031107000488,1124277967
O20031107000488,1326152455
O20031107000548,1245210749
O20031107000548,1346951654
O20031107000548,1679553192
O20031107000548,1871573360
O20031107000548,1972954071
O20031107000573,1285255216
O20031107000573,1457968372
O20031107000573,1467771832
O20031107000573,1649365750
O20031107000573,1699388231
O20031107000573,1972666253
O20031107000585,1215153671
O20031107000585,1649497827
O20031107000585,1851680664
O20031107000627,1679896278
O20031107000628,1326019951
O20031107000628,1437120045
O20031107000628,1639140270
O20031107000628,1881665412
O20031107000651,1073745279
O20031107000651,1225058217
O20031107000651,1508896861
O20031107000651,1669491262
O20031107000651,1851311815
O20031107000651,1992947956
O20031107000668,1063854859
O20031107000668,1184891814
O20031107000668,1215104443
O20031107000668,1275785107
O20031107000668,1366741290
O20031107000668,1467629196
O20031107000668,1588821748
O20031107000668,1639346364
O20031107000668,1699917369
O20031107000668,1831366566
O20031107000668,1982035754
O20031107000709,1013947332
O20031107000709,1033311824
O20031107000709,1043344427
O20031107000709,1043416795
O20031107000709,1043456106
O20031107000709,1053517797
O20031107000709,1053557116
O20031107000709,1053627612
O20031107000709,1053653873
O20031107000709,1063536134
O20031107000709,1083971881
O20031107000709,1093967812
O20031107000709,1114958139
O20031107000709,1134325889
O20031107000709,1144426883
O20031107000709,1144497678
O20031107000709,1154348860
O20031107000709,1174531859
O20031107000709,1174855936
O20031107000709,1184883225
O20031107000709,1205020567
O20031107000709,1205868346
O20031107000709,1245260553
O20031107000709,1326078221
O20031107000709,1326172362
O20031107000709,1386937977
O20031107000709,1396777439
O20031107000709,1407886476
O20031107000709,1407970643
O20031107000709,1407973548
O20031107000709,1487950523
O20031107000709,1497879597
O20031107000709,1508222647
O20031107000709,1518190958
O20031107000709,1558495937
O20031107000709,1588696629
O20031107000709,1598961245
O20031107000709,1609020569
O20031107000709,1619282308
O20031107000709,1649446352
O20031107000709,1679503759
O20031107000709,1699971333
O20031107000709,1770725863
O20031107000709,1821028200
O20031107000709,1821028291
O20031107000709,1851691042
O20031107000709,1861410581
O20031107000709,1861795320
O20031107000709,1881711547
O20031107000709,1881728269
O20031107000709,1881872448
O20031107000709,1881994085
O20031107000709,1912021163
O20031107000709,1912031477
O20031107000709,1912288432
O20031107000709,1922231422
O20031107000709,1922238542
O20031107000709,1922336296
O20031107000709,1942334339
O20031107000709,1942430566
O20031107000709,1962790014
O20031107000729,1043302599
O20031107000729,1124110671
O20031107000729,1558453860
O20031107000729,1710079264
O20031107000729,1730271289
O20031107000729,1790877249
O20031107000729,1801988357
O20031108000016,1104009323
O20031108000016,1245670298
O20031108000016,1255591566
O20031108000016,1316626104
O20031108000016,1346279445
O20031108000016,1366753741
O20031108000016,1366882391
O20031108000016,1376513622
O20031108000016,1396821419
O20031108000016,1417010422
O20031108000016,1457637704
O20031108000016,1689603797
O20031108000016,1750002002
O20031108000016,1770512865
O20031108000016,1770574766
O20031108000016,1770734717
O20031108000016,1770916611
O20031108000016,1881011120
O20031110000044,1679720114
O20031110000044,1871567362
O20031110000095,1356321699
O20031110000103,1275758393
O20031110000103,1972598076
O20031110000116,1053358945
O20031110000116,1063567428
O20031110000116,1073754131
O20031110000116,1154525293
O20031110000116,1255775029
O20031110000116,1295789907
O20031110000116,1326110909
O20031110000116,1356689996
O20031110000116,1376893057
O20031110000116,1396986451
O20031110000116,1427303056
O20031110000116,1457695454
O20031110000116,1457699605
O20031110000116,1467790055
O20031110000116,1528209681
O20031110000116,1548501141
O20031110000116,1548693872
O20031110000116,1578086187
O20031110000116,1619013562
O20031110000116,1629412184
O20031110000116,1699979732
O20031110000116,1700922952
O20031110000116,1720334204
O20031110000116,1891040499
O20031110000116,1922343987
O20031110000116,1932457983
O20031110000116,1932534914
O20031110000116,1942539010
O20031110000116,1962825166
O20031110000116,1992084198
O20031110000117,1003188269
O20031110000117,1003389206
O20031110000117,1013024009
O20031110000117,1013177393
O20031110000117,1013350891
O20031110000117,1013980598
O20031110000117,1033185582
O20031110000117,1053680678
O20031110000117,1073585949
O20031110000117,1083679625
O20031110000117,1083894067
O20031110000117,1083972160
O20031110000117,1093262131
O20031110000117,1093908501
O20031110000117,1104187343
O20031110000117,1104892892
O20031110000117,1114113693
O20031110000117,1114246576
O20031110000117,1134139215
O20031110000117,1134195332
O20031110000117,1154350064
O20031110000117,1164780201
O20031110000117,1184690943
O20031110000117,1194799882
O20031110000117,1205808748
O20031110000117,1255307450
O20031110000117,1255309589
O20031110000117,1275562027
O20031110000117,1316601743
O20031110000117,1336111962
O20031110000117,1346216074
O20031110000117,1346494697
O20031110000117,1356629497
O20031110000117,1356788491
O20031110000117,1376519116
O20031110000117,1376575514
O20031110000117,1386081883
O20031110000117,1386610004
O20031110000117,1396711016
O20031110000117,1396945267
O20031110000117,1407829781
O20031110000117,1417246901
O20031110000117,1417929100
O20031110000117,1427090760
O20031110000117,1457096133
O20031110000117,1467695767
O20031110000117,1467752899
O20031110000117,1467786640
O20031110000117,1477847861
O20031110000117,1508387820
O20031110000117,1538135447
O20031110000117,1548272818
O20031110000117,1558337899
O20031110000117,1568460772
O20031110000117,1568662872
O20031110000117,1568829968
O20031110000117,1609848175
O20031110000117,1619948007
O20031110000117,1629499132
O20031110000117,1649461369
O20031110000117,1699985267
O20031110000117,1700146396
O20031110000117,1730155425
O20031110000117,1750488730
O20031110000117,1760560452
O20031110000117,1760681175
O20031110000117,1760933261
O20031110000117,1770558405
O20031110000117,1780829283
O20031110000117,1841427770
O20031110000117,1851336887
O20031110000117,1912936535
O20031110000117,1912959495
O20031110000117,1932346251
O20031110000117,1932477098
O20031110000117,1932811981
O20031110000117,1972837979
O20031110000132,1043299845
O20031110000132,1104356013
O20031110000132,1265852669
O20031110000132,1447845730
O20031110000132,1538951165
O20031110000132,1609406511
O20031110000132,1710667282
O20031110000132,1760934533
O20031110000132,1801364369
O20031110000132,1871572503
O20031110000134,1477089407
O20031110000134,1518494251
O20031110000134,1790212561
O20031110000135,1043309552
O20031110000135,1154346161
O20031110000135,1285074328
O20031110000135,1689763195
O20031110000135,1740621556
O20031110000135,1770672289
O20031110000135,1871682344
O20031110000135,1962591438
O20031110000161,1730326406
O20031110000220,1003290925
O20031110000220,1043623440
O20031110000220,1053533778
O20031110000220,1073929311
O20031110000220,1104165919
O20031110000220,1104239003
O20031110000220,1114219623
O20031110000220,1154526705
O20031110000220,1184828105
O20031110000220,1184840845
O20031110000220,1194929612
O20031110000220,1205058922
O20031110000220,1255671814
O20031110000220,1306068028
O20031110000220,1386696441
O20031110000220,1467656587
O20031110000220,1538409610
O20031110000220,1598178428
O20031110000220,1629272539
O20031110000220,1629272745
O20031110000220,1649691080
O20031110000220,1659784551
O20031110000220,1700080611
O20031110000220,1700207198
O20031110000220,1740219039
O20031110000220,1740520394
O20031110000220,1740601178
O20031110000220,1770995698
O20031110000220,1801090824
O20031110000220,1851704340
O20031110000220,1861614588
O20031110000220,1932324993
O20031110000220,1962615278
O20031110000220,1962757591
O20031110000220,1992909915
O20031110000262,1003325135
O20031110000262,1023222445
O20031110000262,1023243433
O20031110000262,1073057774
O20031110000262,1144434143
O20031110000262,1164951034
O20031110000262,1174737498
O20031110000262,1194206078
O20031110000262,1215407069
O20031110000262,1265647788
O20031110000262,1265942502
O20031110000262,1285121426
O20031110000262,1295949287
O20031110000262,1326582982
O20031110000262,1336678200
O20031110000262,1336683994
O20031110000262,1346786936
O20031110000262,1396123212
O20031110000262,1396950846
O20031110000262,1417408774
O20031110000262,1427263946
O20031110000262,1477767796
O20031110000262,1477767895
O20031110000262,1497980809
O20031110000262,1508245671
O20031110000262,1538610894
O20031110000262,1578798989
O20031110000262,1619269057
O20031110000262,1669945242
O20031110000262,1689130320
O20031110000262,1700394566
O20031110000262,1750945408
O20031110000262,1790156719
O20031110000262,1801393145
O20031110000262,1811413198
O20031110000262,1821506676
O20031110000262,1831540897
O20031110000262,1861976870
O20031110000262,1881808897
O20031110000262,1881948198
O20031110000262,1942730353
O20031110000262,1962972778
O20031110000262,1982148409
O20031110000264,1033411822
O20031110000264,1306344783
O20031110000264,1396740601
O20031110000264,1457865198
O20031110000264,1467652784
O20031110000264,1609066356
O20031110000264,1659571974
O20031110000328,1891793246
O20031110000330,1184780827
O20031110000348,1013152537
O20031110000348,1043699309
O20031110000348,1063878965
O20031110000348,1093953465
O20031110000348,1104259258
O20031110000388,1003143165
O20031110000388,1033275318
O20031110000388,1033275326
O20031110000388,1033284351
O20031110000388,1063720654
O20031110000388,1073679379
O20031110000388,1073679437
O20031110000388,1083770325
O20031110000388,1093871303
O20031110000388,1093871451
O20031110000388,1093872012
O20031110000388,1124184528
O20031110000388,1124185814
O20031110000388,1124185905
O20031110000388,1124356878
O20031110000388,1164588596
O20031110000388,1164589941
O20031110000388,1174847370
O20031110000388,1194881490
O20031110000388,1194881557
O20031110000388,1235269119
O20031110000388,1235286766
O20031110000388,1245360171
O20031110000388,1245686617
O20031110000388,1255498143
O20031110000388,1255498184
O20031110000388,1265580369
O20031110000388,1285782383
O20031110000388,1306902721
O20031110000388,1316276744
O20031110000388,1326105784
O20031110000388,1336279231
O20031110000388,1346306701
O20031110000388,1366509192
O20031110000388,1366509382
O20031110000388,1386700714
O20031110000388,1386701134
O20031110000388,1417014259
O20031110000388,1417104753
O20031110000388,1437215795
O20031110000388,1437215894
O20031110000388,1457417818
O20031110000388,1457417958
O20031110000388,1487986386
O20031110000388,1497812887
O20031110000388,1548327398
O20031110000388,1558427724
O20031110000388,1568528735
O20031110000388,1578620928
O20031110000388,1609941905
O20031110000388,1619033073
O20031110000388,1649336959
O20031110000388,1649416090
O20031110000388,1669539151
O20031110000388,1679630131
O20031110000388,1689796385
O20031110000388,1699832188
O20031110000388,1700952686
O20031110000388,1710044607
O20031110000388,1720144181
O20031110000388,1740347525
O20031110000388,1780741660
O20031110000388,1811027717
O20031110000388,1821026352
O20031110000388,1821145764
O20031110000388,1821154154
O20031110000388,1831255132
O20031110000388,1841357340
O20031110000388,1851457311
O20031110000388,1851458350
O20031110000388,1851629505
O20031110000388,1861558033
O20031110000388,1861558298
O20031110000388,1871816249
O20031110000388,1881750297
O20031110000388,1881769271
O20031110000388,1891851283
O20031110000388,1891861779
O20031110000388,1902962376
O20031110000388,1912063371
O20031110000388,1922270024
O20031110000388,1962569814
O20031110000388,1972725109
O20031110000388,1982770855
O20031110000389,1801957576
O20031110000404,1255812780
O20031110000404,1285327510
O20031110000404,1477975613
O20031110000404,1720099328
O20031110000404,1770905994
O20031110000404,1992117592
O20031110000424,1003574054
O20031110000424,1013537588
O20031110000424,1073189312
O20031110000424,1124730742
O20031110000424,1194390518
O20031110000424,1215679634
O20031110000424,1316663669
O20031110000424,1467052258
O20031110000424,1467076117
O20031110000424,1548884299
O20031110000424,1548971088
O20031110000424,1568036424
O20031110000424,1578236360
O20031110000424,1639751530
O20031110000424,1669182515
O20031110000424,1699397794
O20031110000424,1750092201
O20031110000424,1841916186
O20031110000424,1891376547
O20031110000424,1912571878
O20031110000465,1225209554
O20031110000465,1265176358
O20031110000465,1285863795
O20031110000465,1396916623
O20031110000465,1417117144
O20031110000465,1417268988
O20031110000465,1437606951
O20031110000465,1609036334
O20031110000465,1710147442
O20031110000465,1770754004
O20031110000465,1851562185
O20031110000465,1861770968
O20031110000465,1891027637
O20031110000465,1992203194
O20031110000486,1336148485
O20031110000486,1679572721
O20031110000486,1720271091
O20031110000486,1760482517
O20031110000505,1013191493
O20031110000505,1043539232
O20031110000505,1104982354
O20031110000505,1114247020
O20031110000505,1124348032
O20031110000505,1174855696
O20031110000505,1235152125
O20031110000505,1265761472
O20031110000505,1275852451
O20031110000505,1336173319
O20031110000505,1568782373
O20031110000505,1598085409
O20031110000505,1598938037
O20031110000505,1609800689
O20031110000505,1679893580
O20031110000505,1699094870
O20031110000505,1710206990
O20031110000506,1003327792
O20031110000506,1033514120
O20031110000506,1053357129
O20031110000506,1063701480
O20031110000506,1104146612
O20031110000506,1154373843
O20031110000506,1164796306
O20031110000506,1194743856
O20031110000506,1467612903
O20031110000506,1518252782
O20031110000506,1639590680
O20031110000506,1710137047
O20031110000506,1710342787
O20031110000506,1780005827
O20031110000506,1811237985
O20031110000506,1831128586
O20031110000506,1891147062
O20031110000511,1134157092
O20031110000511,1649035643
O20031110000532,1013931336
O20031110000532,1013948439
O20031110000532,1023203619
O20031110000532,1033140454
O20031110000532,1043241466
O20031110000532,1043583537
O20031110000532,1053792465
O20031110000532,1073529483
O20031110000532,1073536066
O20031110000532,1083645949
O20031110000532,1093997017
O20031110000532,1104255835
O20031110000532,1114933595
O20031110000532,1144257403
O20031110000532,1144259052
O20031110000532,1164069506
O20031110000532,1164452389
O20031110000532,1164510608
O20031110000532,1174537799
O20031110000532,1194733535
O20031110000532,1235439506
O20031110000532,1245248764
O20031110000532,1245255942
O20031110000532,1255353934
O20031110000532,1255404075
O20031110000532,1265457964
O20031110000532,1265461065
O20031110000532,1285738997
O20031110000532,1295848521
O20031110000532,1306869227
O20031110000532,1326054784
O20031110000532,1326311721
O20031110000532,1346410115
O20031110000532,1346529211
O20031110000532,1366450835
O20031110000532,1366468449
O20031110000532,1366635740
O20031110000532,1386072569
O20031110000532,1386836377
O20031110000532,1396089900
O20031110000532,1396937322
O20031110000532,1427555002
O20031110000532,1437438306
O20031110000532,1447266853
O20031110000532,1447289343
O20031110000532,1457383424
O20031110000532,1457995714
O20031110000532,1487840237
O20031110000532,1487923991
O20031110000532,1497163026
O20031110000532,1497761852
O20031110000532,1497787592
O20031110000532,1518973221
O20031110000532,1578589677
O20031110000532,1588680656
O20031110000532,1609808906
O20031110000532,1609895770
O20031110000532,1619533312
O20031110000532,1619990603
O20031110000532,1639282940
O20031110000532,1659303972
O20031110000532,1679519458
O20031110000532,1699882282
O20031110000532,1699968057
O20031110000532,1700809795
O20031110000532,1760408819
O20031110000532,1760854624
O20031110000532,1770518037
O20031110000532,1780615112
O20031110000532,1790791101
O20031110000532,1801827225
O20031110000532,1801840632
O20031110000532,1821011768
O20031110000532,1831265727
O20031110000532,1831468347
O20031110000532,1841506110
O20031110000532,1851322267
O20031110000532,1861685166
O20031110000532,1871524207
O20031110000532,1881600286
O20031110000532,1881610889
O20031110000532,1912913328
O20031110000532,1912913351
O20031110000532,1912932997
O20031110000532,1922030212
O20031110000532,1922171461
O20031110000532,1942226147
O20031110000532,1972525962
O20031110000605,1033449582
O20031110000605,1114989241
O20031110000605,1134508955
O20031110000605,1376506956
O20031110000605,1386606259
O20031110000605,1437111028
O20031110000605,1528020112
O20031110000605,1598122418
O20031110000605,1609292051
O20031110000605,1629383740
O20031110000605,1639869605
O20031110000605,1902111024
O20031110000605,1962464529
O20031110000647,1437101763
O20031110000647,1538113535
O20031110000647,1790892818
O20031110000648,1376769778
O20031110000648,1538037619
O20031110000678,1013409036
O20031110000678,1013409044
O20031110000678,1023425972
O20031110000678,1043242555
O20031110000678,1043242563
O20031110000678,1134151657
O20031110000678,1164914115
O20031110000678,1225060742
O20031110000678,1275756652
O20031110000678,1316409410
O20031110000678,1336556059
O20031110000678,1346328853
O20031110000678,1407888928
O20031110000678,1598797011
O20031110000678,1821635079
O20031110000678,1891287827
O20031110000678,1891873303
O20031110000678,1942787114
O20031110000678,1952333460
O20031110000678,1952333478
O20031110000678,1982863783
O20031110000684,1366420788
O20031110000684,1942980917
O20031110000686,1215121272
O20031110000686,1215224720
O20031110000686,1245213065
O20031110000686,1265795728
O20031110000686,1386628840
O20031110000686,1417628595
O20031110000686,1417930223
O20031110000686,1497986350
O20031110000686,1548971856
O20031110000686,1598021644
O20031110000686,1629770128
O20031110000686,1679556658
O20031110000686,1710450051
O20031110000686,1720242829
O20031110000686,1740608033
O20031110000686,1770911901
O20031110000686,1801879606
O20031110000686,1821318486
O20031110000686,1952715997
O20031110000689,1154894673
O20031110000689,1174267116
O20031110000689,1265685903
O20031110000689,1306896030
O20031110000689,1306896956
O20031110000689,1598718439
O20031110000689,1871543421
O20031110000689,1881644789
O20031110000689,1902856446
O20031110000689,1942581285
O20031110000714,1326064759
O20031110000764,1023219821
O20031110000764,1083815872
O20031110000764,1124446158
O20031110000764,1205988490
O20031110000764,1265584809
O20031110000764,1396897583
O20031110000764,1487706669
O20031110000764,1497956288
O20031110000764,1558749440
O20031110000764,1659423846
O20031110000764,1932300738
O20031111000063,1306893078
O20031111000063,1326138173
O20031111000063,1538752662
O20031111000178,1184616740
O20031111000178,1548965999
O20031111000183,1275608457
O20031111000183,1558142869
O20031111000183,1710748538
O20031111000183,1811174923
O20031111000205,1003859208
O20031111000205,1083657795
O20031111000205,1114170206
O20031111000205,1114961844
O20031111000205,1144264318
O20031111000205,1194768390
O20031111000205,1306889365
O20031111000205,1477596674
O20031111000205,1568405769
O20031111000205,1659314854
O20031111000205,1669415790
O20031111000205,1679516389
O20031111000205,1750324455
O20031111000205,1821031048
O20031111000205,1821031535
O20031111000205,1851334056
O20031111000205,1942243142
O20031111000205,1972546026
O20031111000205,1972546687
O20031111000207,1164828224
O20031111000207,1174233530
O20031111000207,1174803027
O20031111000207,1215785563
O20031111000207,1235489931
O20031111000207,1245625581
O20031111000207,1306125612
O20031111000207,1336997253
O20031111000207,1457605404
O20031111000207,1568661148
O20031111000207,1609624428
O20031111000207,1942612197
O20031111000219,1053400655
O20031111000219,1235229162
O20031111000219,1326138256
O20031111000219,1508955105
O20031111000219,1871682476
O20031111000222,1013450287
O20031111000222,1033365135
O20031111000222,1215183132
O20031111000222,1225207152
O20031111000222,1255597936
O20031111000222,1477590198
O20031111000222,1811038367
O20031111000222,1831169903
O20031111000252,1598713281
O20031111000252,1912057274
O20031111000266,1013921733
O20031111000266,1033140454
O20031111000266,1043231905
O20031111000266,1083635619
O20031111000266,1134140825
O20031111000266,1235406455
O20031111000266,1265718571
O20031111000266,1437243607
O20031111000266,1639423957
O20031111000266,1720129638
O20031111000266,1740244540
O20031111000266,1740553353
O20031111000266,1760676886
O20031111000266,1770505760
O20031111000266,1780781054
O20031111000266,1851305296
O20031111000266,1851682223
O20031111000266,1861597981
O20031111000266,1871517318
O20031111000266,1952687295
O20031111000266,1962459842
O20031111000267,1538762760
O20031111000267,1861539538
O20031111000297,1003182601
O20031111000297,1003362922
O20031111000297,1043838519
O20031111000297,1073879227
O20031111000297,1083067847
O20031111000297,1154687309
O20031111000297,1164942611
O20031111000297,1174862304
O20031111000297,1205341617
O20031111000297,1245595180
O20031111000297,1326304577
O20031111000297,1366701344
O20031111000297,1396005641
O20031111000297,1427315662
O20031111000297,1427406248
O20031111000297,1508122763
O20031111000297,1518347608
O20031111000297,1528334125
O20031111000297,1578812277
O20031111000297,1740087899
O20031111000297,1831247105
O20031111000297,1881950038
O20031111000297,1891059135
O20031111000297,1912940396
O20031111000297,1922374511
O20031111000297,1972869121
O20031111000297,1982960134
O20031111000299,1700882578
O20031111000313,1346319530
O20031111000337,1982714218
O20031111000413,1437286044
O20031111000427,1639535255
O20031111000427,1659856631
O20031111000435,1033433495
O20031111000484,1407161375
O20031111000484,1417257601
O20031111000484,1780857797
O20031111000534,1528009545
O20031111000534,1639110653
O20031111000534,1790726719
O20031111000542,1013421114
O20031111000542,1174917033
O20031111000542,1194032201
O20031111000542,1467664631
O20031111000542,1760433049
O20031111000542,1780897074
O20031111000542,1801188073
O20031111000542,1902850753
O20031111000542,1952353369
O20031111000557,1013014786
O20031111000557,1033174933
O20031111000557,1154411338
O20031111000557,1184796799
O20031111000557,1265527584
O20031111000557,1285706036
O20031111000557,1346312196
O20031111000557,1356920946
O20031111000557,1417058694
O20031111000557,1467542639
O20031111000557,1497803829
O20031111000557,1518057793
O20031111000557,1538213327
O20031111000557,1538260716
O20031111000557,1548350713
O20031111000557,1568535136
O20031111000557,1568563732
O20031111000557,1578653747
O20031111000557,1619287281
O20031111000557,1629179890
O20031111000557,1659814762
O20031111000557,1750482949
O20031111000557,1750612883
O20031111000557,1891883435
O20031111000557,1902907165
O20031111000557,1922198191
O20031111000557,1942301122
O20031111000573,1639145204
O20031111000581,1023864139
O20031111000581,1043066137
O20031111000581,1194339622
O20031111000581,1194571208
O20031111000581,1194720656
O20031111000581,1225884331
O20031111000581,1245844752
O20031111000581,1245845015
O20031111000581,1326652843
O20031111000581,1326897794
O20031111000581,1336754100
O20031111000581,1346096450
O20031111000581,1386243392
O20031111000581,1386250330
O20031111000581,1427393271
O20031111000581,1427663293
O20031111000581,1437764271
O20031111000581,1437764297
O20031111000581,1437905551
O20031111000581,1477167997
O20031111000581,1518571025
O20031111000581,1538773056
O20031111000581,1538915640
O20031111000581,1558973958
O20031111000581,1568078517
O20031111000581,1609480144
O20031111000581,1649026758
O20031111000581,1699656587
O20031111000581,1710868609
O20031111000581,1720834849
O20031111000581,1770196941
O20031111000581,1780433151
O20031111000581,1790390565
O20031111000581,1902405913
O20031111000581,1932955051
O20031111000581,1952157075
O20031111000581,1952915480
O20031111000581,1962016493
O20031111000581,1962017731
O20031111000581,1972118743
O20031111000581,1982450011
O20031111000592,1487698247
O20031111000592,1609900828
O20031111000592,1912335373
O20031111000592,1942218383
O20031111000632,1881676179
O20031111000665,1225372923
O20031111000665,1376593442
O20031111000665,1467468173
O20031111000665,1497090138
O20031111000665,1790646719
O20031111000665,1952959603
O20031111000685,1760489470
O20031111000714,1053400523
O20031111000714,1154346161
O20031111000714,1861581373
O20031111000725,1528168333
O20031111000725,1689824203
O20031111000750,1093775975
O20031111000750,1124088919
O20031111000750,1427019173
O20031111000750,1538128053
O20031111000750,1700845179
O20031111000750,1851352256
O20031111000770,1790055143
O20031111000778,1013747351
O20031111000778,1033322441
O20031111000778,1033947353
O20031111000778,1134957467
O20031111000778,1396041075
O20031111000778,1477995124
O20031111000778,1548418742
O20031111000778,1720292261
